centrourbano;departamento;sector;ambito;grado;0años;1año;2años;3años;4años;5años;6años;7años;8años;9años;10años;11años;12años;13años;14años;15años;16años;17años;18años;19años;20años;21años;22años;23años;24años;25años;26años;27años;28años;29años;30añosymás;TotalAlumnos
Ciudad de Buenos Aires;Comuna 15;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;679;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;679
Ciudad de Buenos Aires;Comuna 15;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;2;27;23;18;15;21;37;19;19;23;33;37;302;576
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;1°;     ;     ;     ;     ;     ;5;690;35;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;730
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;49;611;35;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;701
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26;613;41;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;686
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;27;670;39;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;737
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;15;785;16;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;816
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;15;773;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;794
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;9;795;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;809
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;17;801;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;825
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;749;8;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;771
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;24;802;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;835
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29;720;32;1;5;4;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;793
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;29;637;33;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;700
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Deambuladores;     ;96;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;96
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Lactantes;14;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;14
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Sala de 2;     ;7;306;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;313
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Sala de 3;     ;     ;2;531;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;533
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Sala de 4;     ;     ;     ;6;685;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;700
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;Sala de 5;     ;     ;     ;     ;2;754;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;756
Ciudad de Buenos Aires;Comuna 15;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;127;173;219;203;150;133;124;118;136;123;124;93;1110;2833
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;1°;     ;     ;     ;     ;     ;     ;459;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;460
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;9;735;297;101;19;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1163
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;5;679;223;73;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;990
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;706;208;47;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;974
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;26;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;32
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;3;495;11;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;509
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;11;520;22;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;553
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;498;30;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;529
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;6;489;21;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;517
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;476;26;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;506
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;461;30;6;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;499
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;139;766;52;12;3;     ;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;975
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;92;864;184;46;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1196
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Deambuladores;     ;119;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;119
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Lactantes;55;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;55
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Sala de 2;     ;     ;170;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;170
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Sala de 3;     ;     ;     ;183;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;183
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Sala de 4;     ;     ;     ;     ;241;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;241
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;     ;282;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;282
Ciudad de Buenos Aires;Comuna 2;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;30;45;71;115;99;133;138;125;115;117;128;96;1224;2436
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;804;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;808
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;18;621;70;4;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;714
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;23;694;61;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;783
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;18;669;66;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;759
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;2°;     ;     ;     ;     ;     ;     ;     ;813;13;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;826
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;817;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;826
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;     ;825;11;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;837
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;858;7;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;865
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;798;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;809
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;851;22;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;876
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;19;680;48;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;748
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;25;662;55;7;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;751
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Deambuladores;     ;101;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;101
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Lactantes;18;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;18
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Sala de 2;     ;5;402;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;407
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Sala de 3;     ;     ;5;618;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;624
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Sala de 4;     ;     ;     ;     ;851;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;852
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;Sala de 5;     ;     ;     ;     ;4;816;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;820
Ciudad de Buenos Aires;Comuna 2;Privado;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;227;481;589;633;641;511;536;557;493;468;412;433;4936;10917
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;1°;     ;     ;     ;     ;     ;1;1108;28;2;5;9;5;5;4;1;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1169
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;79;1089;253;75;24;6;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1526
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;58;925;307;103;31;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1424
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;12°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1;60;867;235;91;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1254
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;13°/14°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;169;72;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;254
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;2°;     ;     ;     ;     ;     ;     ;11;1211;59;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1283
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;3°;     ;     ;     ;     ;     ;     ;     ;     ;1301;69;3;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1373
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;4°;     ;     ;     ;     ;     ;     ;     ;     ;8;1104;91;12;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1217
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;5°;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;1185;69;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1277
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;6°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;13;1179;123;11;1;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1327
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;7°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;15;1213;98;4;2;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1332
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;8°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;92;1383;171;15;1;3;2;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1671
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;9°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;81;1373;229;67;14;8;5;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1777
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Deambuladores;     ;116;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;116
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Lactantes;53;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;53
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Sala de 2;     ;     ;225;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;225
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Sala de 3;     ;     ;3;509;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;512
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Sala de 4;     ;     ;     ;14;856;10;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;880
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;Sala de 5;     ;     ;     ;     ;27;957;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;984
Ciudad de Buenos Aires;Comuna 3;Estatal;Urbano;SNU;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;210;299;324;374;442;442;496;471;442;492;522;504;5402;10420
Ciudad de Buenos Aires;Comuna 3;Privado;Urbano;1°;     ;     ;     ;     ;     ;     ;1107;4;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1111
Ciudad de Buenos Aires;Comuna 3;Privado;Urbano;10°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;30;1056;84;9;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1179
Ciudad de Buenos Aires;Comuna 3;Privado;Urbano;11°;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;21;1062;72;19;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;     ;1174
